GeneID	GeneSymbol
5579	PRKCB
55799	CACNA2D3
5581	PRKCE
55966	AJAP1
5601	MAPK9
5602	MAPK10
5629	PROX1
563	AZGP1
56475	RPRM
5654	HTRA1
56849	TCEAL7
56925	LXN
56940	DUSP22
56981	PRDM11
56999	ADAMTS9
57107	PDSS2
57142	RTN4
5727	PTCH1
5728	PTEN
5729	PTGDR
57447	NDRG2
57491	AHRR
57509	MTUS1
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
57758	SCUBE2
5781	PTPN11
5783	PTPN13
57863	CADM3
51129	ANGPTL4
5788	PTPRC
5789	PTPRD
5796	PTPRK
58189	WFDC1
58508	KMT2C
5906	RAP1A
5915	RARB
5920	RARRES3
5925	RB1
5927	KDM5A
5934	RBL2
5947	RBP1
60401	EDA2R
6041	RNASEL
6050	RNH1
6091	ROBO1
6125	RPL5
6134	RPL10
6196	RPS6KA2
6297	SALL2
6387	CXCL12
6392	SDHD
64101	LRRC4
6416	MAP2K4
6422	SFRP1
6423	SFRP2
6424	SFRP4
6425	SFRP5
64651	CSRNP1
64753	CCDC136
650	BMP2
652	BMP4
65268	WNK2
657	BMPR1A
659	BMPR2
6595	SMARCA2
6648	SOD2
665	BNIP3L
6665	SOX15
6711	SPTBN1
6764	ST5
6767	ST13
6774	STAT3
6776	STAT5A
678	ZFP36L2
6876	TAGLN
6910	TBX5
6925	TCF4
695	BTK
6997	TDGF1
7044	LEFTY2
7048	TGFBR2
7049	TGFBR3
7056	THBD
7057	THBS1
7067	THRA
7068	THRB
7071	KLF10
7078	TIMP3
7128	TNFAIP3
7159	TP53BP2
7249	TSC2
7345	UCHL1
7403	KDM6A
7405	UVRAG
7431	VIM
7462	LAT2
7481	WNT11
7538	ZFP36
7704	ZBTB16
7791	ZYX
7799	PRDM2
7832	BTG2
7869	SEMA3B
78986	DUSP26
79026	AHNAK
79577	CDC73
79633	FAT4
79648	MCPH1
79791	FBXO31
7980	TFPI2
79893	GGNBP2
80012	PHC3
80013	FAM188A
80023	NRSN2
8013	NR4A3
8031	NCOA4
8065	CUL5
8100	IFT88
8190	MIA
8313	AXIN2
83595	SOX7
83742	MARVELD1
83989	FAM172A
8404	SPARCL1
8405	SPOP
8406	SRPX
84152	PPP1R1B
84289	ING5
8434	RECK
84417	C2orf40
84446	BRSK1
84525	HOPX
84651	SPINK7
847	CAT
84700	MYO18B
84897	TBRG1
84911	ZNF382
85480	TSLP
8554	PIAS1
857	CAV1
8572	PDLIM4
863	CBFA2T3
8633	UNC5C
864	RUNX3
8643	PTCH2
8650	NUMB
8651	SOCS1
8665	EIF3F
867	CBL
8678	BECN1
8742	TNFSF12
8744	TNFSF9
8788	DLK1
8848	TSC22D1
8854	ALDH1A2
8864	PER2
8870	IER3
8915	BCL10
8991	SELENBP1
9021	SOCS3
9046	DOK2
9052	GPRC5A
90627	STARD13
9077	DIRAS3
90993	CREB3L1
9113	LATS1
91133	L3MBTL4
9148	NEURL1
91768	CABLES1
920	CD4
92597	MOB1B
9314	KLF4
9318	COPS2
9353	SLIT2
9365	KL
94031	HTRA3
9429	ABCG2
9486	CHST10
9516	LITAF
9547	CXCL14
9590	AKAP12
960	CD44
9667	SAFB2
9770	RASSF2
